👿,0x1f47f,0.911,0.658,0.219,0.123,-0.534,IMP,Miscellaneous Symbols and Pictographs
🚬,0x1f6ac,0.805,0.123,0.233,0.644,0.521,SMOKING SYMBOL,Transport and Map Symbols
✿,0x273f,0.499,0.041,0.534,0.425,0.384,BLACK FLORETTE,Dingbats
📖,0x1f4d6,0.71,0.268,0.296,0.437,0.169,OPEN BOOK,Miscellaneous Symbols and Pictographs
🐒,0x1f412,0.64,0.028,0.423,0.549,0.521,MONKEY,Miscellaneous Symbols and Pictographs
🌍,0x1f30d,0.624,0.085,0.239,0.676,0.592,EARTH GLOBE EUROPE-AFRICA,Miscellaneous Symbols and Pictographs
┊,0x250a,0.682,0.014,0.014,0.972,0.958,BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL,Box Drawing
🐥,0x1f425,0.78,0.071,0.271,0.657,0.586,FRONT-FACING BABY CHICK,Miscellaneous Symbols and Pictographs
🌀,0x1f300,0.553,0.159,0.58,0.261,0.101,CYCLONE,Miscellaneous Symbols and Pictographs
🐼,0x1f43c,0.614,0.072,0.594,0.333,0.261,PANDA FACE,Miscellaneous Symbols and Pictographs
🎥,0x1f3a5,0.676,0.13,0.449,0.42,0.29,MOVIE CAMERA,Miscellaneous Symbols and Pictographs
💄,0x1f484,0.637,0.101,0.362,0.536,0.435,LIPSTICK,Miscellaneous Symbols and Pictographs
💸,0x1f4b8,0.79,0.246,0.348,0.406,0.159,MONEY WITH WINGS,Miscellaneous Symbols and Pictographs
⛔,0x26d4,0.406,0.088,0.338,0.574,0.485,NO ENTRY,Miscellaneous Symbols
●,0x25cf,0.561,0.132,0.559,0.309,0.176,BLACK CIRCLE,Geometric Shapes
🏀,0x1f3c0,0.807,0.209,0.328,0.463,0.254,BASKETBALL AND HOOP,Miscellaneous Symbols and Pictographs
💉,0x1f489,0.75,0.179,0.284,0.537,0.358,SYRINGE,Miscellaneous Symbols and Pictographs
💟,0x1f49f,0.788,0.061,0.197,0.742,0.682,HEART DECORATION,Miscellaneous Symbols and Pictographs
🚗,0x1f697,0.638,0.138,0.492,0.369,0.231,AUTOMOBILE,Transport and Map Symbols
😯,0x1f62f,0.859,0.262,0.354,0.385,0.123,HUSHED FACE,Emoticons
📝,0x1f4dd,0.795,0.138,0.492,0.369,0.231,MEMO,Miscellaneous Symbols and Pictographs
═,0x2550,0.441,0.015,0.954,0.031,0.015,BOX DRAWINGS DOUBLE HORIZONTAL,Box Drawing
♦,0x2666,0.562,0.109,0.328,0.563,0.453,BLACK DIAMOND SUIT,Miscellaneous Symbols
💭,0x1f4ad,0.688,0.175,0.444,0.381,0.206,THOUGHT BALLOON,Miscellaneous Symbols and Pictographs
🌙,0x1f319,0.669,0.066,0.279,0.656,0.59,CRESCENT MOON,Miscellaneous Symbols and Pictographs
🐟,0x1f41f,0.677,0.049,0.213,0.738,0.689,FISH,Miscellaneous Symbols and Pictographs
👣,0x1f463,0.639,0.115,0.426,0.459,0.344,FOOTPRINTS,Miscellaneous Symbols and Pictographs
☞,0x261e,0.725,0.016,0.852,0.131,0.115,WHITE RIGHT POINTING INDEX,Miscellaneous Symbols
✂,0x2702,0.81,0.574,0.311,0.115,-0.459,BLACK SCISSORS,Dingbats
🗿,0x1f5ff,0.942,0.098,0.361,0.541,0.443,MOYAI,Miscellaneous Symbols and Pictographs
🍝,0x1f35d,0.564,0.283,0.317,0.4,0.117,SPAGHETTI,Miscellaneous Symbols and Pictographs
👪,0x1f46a,0.653,0.417,0.183,0.4,-0.017,FAMILY,Miscellaneous Symbols and Pictographs
🍭,0x1f36d,0.633,0.167,0.367,0.467,0.3,LOLLIPOP,Miscellaneous Symbols and Pictographs
🌃,0x1f303,0.748,0.068,0.475,0.458,0.39,NIGHT WITH STARS,Miscellaneous Symbols and Pictographs
❌,0x274c,0.613,0.254,0.22,0.525,0.271,CROSS MARK,Dingbats
🐰,0x1f430,0.708,0.086,0.241,0.672,0.586,RABBIT FACE,Miscellaneous Symbols and Pictographs
💊,0x1f48a,0.675,0.155,0.259,0.586,0.431,PILL,Miscellaneous Symbols and Pictographs
🚨,0x1f6a8,0.521,0.121,0.121,0.759,0.638,POLICE CARS REVOLVING LIGHT,Transport and Map Symbols
😦,0x1f626,0.882,0.544,0.281,0.175,-0.368,FROWNING FACE WITH OPEN MOUTH,Emoticons
🍪,0x1f36a,0.737,0.193,0.298,0.509,0.316,COOKIE,Miscellaneous Symbols and Pictographs
🍣,0x1f363,0.67,0.446,0.339,0.214,-0.232,SUSHI,Miscellaneous Symbols and Pictographs
╭,0x256d,0.49,0.071,0.696,0.232,0.161,BOX DRAWINGS LIGHT ARC DOWN AND RIGHT,Box Drawing
✧,0x2727,0.399,0.036,0.607,0.357,0.321,WHITE FOUR POINTED STAR,Dingbats
🎆,0x1f386,0.799,0.055,0.182,0.764,0.709,FIREWORKS,Miscellaneous Symbols and Pictographs
╮,0x256e,0.423,0.109,0.655,0.236,0.127,BOX DRAWINGS LIGHT ARC DOWN AND LEFT,Box Drawing
🎎,0x1f38e,0.417,0.019,0.056,0.926,0.907,JAPANESE DOLLS,Miscellaneous Symbols and Pictographs
🇩,0x1f1e9,0.745,0.037,0.315,0.648,0.611,REGIONAL INDICATOR SYMBOL LETTER D,Enclosed Alphanumeric Supplement
✅,0x2705,0.673,0.074,0.444,0.481,0.407,WHITE HEAVY CHECK MARK,Dingbats
👹,0x1f479,0.701,0.269,0.404,0.327,0.058,JAPANESE OGRE,Miscellaneous Symbols and Pictographs
📱,0x1f4f1,0.72,0.096,0.5,0.404,0.308,MOBILE PHONE,Miscellaneous Symbols and Pictographs
🙍,0x1f64d,0.845,0.577,0.173,0.25,-0.327,PERSON FROWNING,Emoticons
🍑,0x1f351,0.739,0.25,0.25,0.5,0.25,PEACH,Miscellaneous Symbols and Pictographs
🎼,0x1f3bc,0.636,0.058,0.558,0.385,0.327,MUSICAL SCORE,Miscellaneous Symbols and Pictographs
🔊,0x1f50a,0.652,0.096,0.404,0.5,0.404,SPEAKER WITH THREE SOUND WAVES,Miscellaneous Symbols and Pictographs
🌌,0x1f30c,0.751,0.12,0.24,0.64,0.52,MILKY WAY,Miscellaneous Symbols and Pictographs
🍎,0x1f34e,0.751,0.14,0.4,0.46,0.32,RED APPLE,Miscellaneous Symbols and Pictographs
🐻,0x1f43b,0.692,0.14,0.28,0.58,0.44,BEAR FACE,Miscellaneous Symbols and Pictographs
─,0x2500,0.711,0.02,0.82,0.16,0.14,BOX DRAWINGS LIGHT HORIZONTAL,Box Drawing
╰,0x2570,0.51,0.16,0.74,0.1,-0.06,BOX DRAWINGS LIGHT ARC UP AND RIGHT,Box Drawing
💇,0x1f487,0.678,0.163,0.347,0.49,0.327,HAIRCUT,Miscellaneous Symbols and Pictographs
♬,0x266c,0.677,0.102,0.551,0.347,0.245,BEAMED SIXTEENTH NOTES,Miscellaneous Symbols
♚,0x265a,0.389,0.02,0.918,0.061,0.041,BLACK CHESS KING,Miscellaneous Symbols
🔴,0x1f534,0.656,0.042,0.521,0.438,0.396,LARGE RED CIRCLE,Miscellaneous Symbols and Pictographs
🍱,0x1f371,0.58,0.542,0.229,0.229,-0.313,BENTO BOX,Miscellaneous Symbols and Pictographs
🍊,0x1f34a,0.697,0.146,0.292,0.563,0.417,TANGERINE,Miscellaneous Symbols and Pictographs
🍒,0x1f352,0.619,0.146,0.396,0.458,0.313,CHERRIES,Miscellaneous Symbols and Pictographs
🐭,0x1f42d,0.823,0.021,0.271,0.708,0.688,MOUSE FACE,Miscellaneous Symbols and Pictographs
👟,0x1f45f,0.562,0.125,0.333,0.542,0.417,ATHLETIC SHOE,Miscellaneous Symbols and Pictographs
🌎,0x1f30e,0.743,0.128,0.426,0.447,0.319,EARTH GLOBE AMERICAS,Miscellaneous Symbols and Pictographs
🍍,0x1f34d,0.583,0.17,0.191,0.638,0.468,PINEAPPLE,Miscellaneous Symbols and Pictographs
🐮,0x1f42e,0.847,0.065,0.283,0.652,0.587,COW FACE,Miscellaneous Symbols and Pictographs
📲,0x1f4f2,0.598,0.174,0.413,0.413,0.239,MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT,Miscellaneous Symbols and Pictographs
☼,0x263c,0.461,0.065,0.674,0.261,0.196,WHITE SUN WITH RAYS,Miscellaneous Symbols
🌅,0x1f305,0.604,0.156,0.333,0.511,0.356,SUNRISE,Miscellaneous Symbols and Pictographs
🇷,0x1f1f7,0.716,0.044,0.244,0.711,0.667,REGIONAL INDICATOR SYMBOL LETTER R,Enclosed Alphanumeric Supplement
👠,0x1f460,0.637,0.156,0.333,0.511,0.356,HIGH-HEELED SHOE,Miscellaneous Symbols and Pictographs
🌽,0x1f33d,0.649,0.133,0.289,0.578,0.444,EAR OF MAIZE,Miscellaneous Symbols and Pictographs
💧,0x1f4a7,0.768,0.477,0.205,0.318,-0.159,DROPLET,Miscellaneous Symbols and Pictographs
❓,0x2753,0.615,0.182,0.568,0.25,0.068,BLACK QUESTION MARK ORNAMENT,Dingbats
🍬,0x1f36c,0.784,0.205,0.227,0.568,0.364,CANDY,Miscellaneous Symbols and Pictographs
😺,0x1f63a,0.826,0.209,0.186,0.605,0.395,SMILING CAT FACE WITH OPEN MOUTH,Emoticons
🐴,0x1f434,0.796,0.209,0.512,0.279,0.07,HORSE FACE,Miscellaneous Symbols and Pictographs
🚀,0x1f680,0.698,0.07,0.372,0.558,0.488,ROCKET,Transport and Map Symbols
¦,0xa6,0.402,0.186,0.047,0.767,0.581,BROKEN BAR,Latin-1 Supplement
💢,0x1f4a2,0.561,0.163,0.442,0.395,0.233,ANGER SYMBOL,Miscellaneous Symbols and Pictographs
🎬,0x1f3ac,0.65,0.07,0.581,0.349,0.279,CLAPPER BOARD,Miscellaneous Symbols and Pictographs
🍧,0x1f367,0.675,0.233,0.233,0.535,0.302,SHAVED ICE,Miscellaneous Symbols and Pictographs
🍜,0x1f35c,0.578,0.233,0.14,0.628,0.395,STEAMING BOWL,Miscellaneous Symbols and Pictographs
🐏,0x1f40f,0.976,0.07,0.302,0.628,0.558,RAM,Miscellaneous Symbols and Pictographs
🐘,0x1f418,0.722,0.233,0.512,0.256,0.023,ELEPHANT,Miscellaneous Symbols and Pictographs
👧,0x1f467,0.649,0.256,0.349,0.395,0.14,GIRL,Miscellaneous Symbols and Pictographs
⠀,0x2800,0.378,0.163,0.628,0.209,0.047,BRAILLE PATTERN BLANK,Braille Patterns
🏄,0x1f3c4,0.773,0.071,0.333,0.595,0.524,SURFER,Miscellaneous Symbols and Pictographs
➤,0x27a4,0.382,0.024,0.643,0.333,0.31,BLACK RIGHTWARDS ARROWHEAD,Dingbats
⬆,0x2b06,0.606,0.048,0.619,0.333,0.286,UPWARDS BLACK ARROW,Miscellaneous Symbols and Arrows
🍋,0x1f34b,0.743,0.171,0.415,0.415,0.244,LEMON,Miscellaneous Symbols and Pictographs
🆗,0x1f197,0.852,0.171,0.122,0.707,0.537,SQUARED OK,Enclosed Alphanumeric Supplement
⚪,0x26aa,0.565,0.025,0.5,0.475,0.45,MEDIUM WHITE CIRCLE,Miscellaneous Symbols
📺,0x1f4fa,0.614,0.1,0.425,0.475,0.375,TELEVISION,Miscellaneous Symbols and Pictographs
🍅,0x1f345,0.838,0.25,0.15,0.6,0.35,TOMATO,Miscellaneous Symbols and Pictographs
⛅,0x26c5,0.616,0.125,0.3,0.575,0.45,SUN BEHIND CLOUD,Miscellaneous Symbols
🐢,0x1f422,0.622,0.175,0.45,0.375,0.2,TURTLE,Miscellaneous Symbols and Pictographs
👙,0x1f459,0.697,0.1,0.3,0.6,0.5,BIKINI,Miscellaneous Symbols and Pictographs
🏡,0x1f3e1,0.744,0.154,0.256,0.59,0.436,HOUSE WITH GARDEN,Miscellaneous Symbols and Pictographs
🌾,0x1f33e,0.558,0.154,0.154,0.692,0.538,EAR OF RICE,Miscellaneous Symbols and Pictographs
◉,0x25c9,0.047,0.026,0.692,0.282,0.256,FISHEYE,Geometric Shapes
✏,0x270f,0.625,0.105,0.447,0.447,0.342,PENCIL,Dingbats
🐬,0x1f42c,0.747,0.079,0.421,0.5,0.421,DOLPHIN,Miscellaneous Symbols and Pictographs
🍤,0x1f364,0.513,0.184,0.579,0.237,0.053,FRIED SHRIMP,Miscellaneous Symbols and Pictographs
🇹,0x1f1f9,0.584,0.026,0.368,0.605,0.579,REGIONAL INDICATOR SYMBOL LETTER T,Enclosed Alphanumeric Supplement
♣,0x2663,0.666,0.132,0.395,0.474,0.342,BLACK CLUB SUIT,Miscellaneous Symbols
🐝,0x1f41d,0.735,0.158,0.474,0.368,0.211,HONEYBEE,Miscellaneous Symbols and Pictographs
🌝,0x1f31d,0.718,0.162,0.486,0.351,0.189,FULL MOON WITH FACE,Miscellaneous Symbols and Pictographs
🇮,0x1f1ee,0.576,0.027,0.351,0.622,0.595,REGIONAL INDICATOR SYMBOL LETTER I,Enclosed Alphanumeric Supplement
🔋,0x1f50b,0.583,0.622,0.243,0.135,-0.486,BATTERY,Miscellaneous Symbols and Pictographs
🐍,0x1f40d,0.623,0.108,0.432,0.459,0.351,SNAKE,Miscellaneous Symbols and Pictographs
♔,0x2654,0.589,0.027,0.405,0.568,0.541,WHITE CHESS KING,Miscellaneous Symbols
🍳,0x1f373,0.798,0.389,0.194,0.417,0.028,COOKING,Miscellaneous Symbols and Pictographs
🔵,0x1f535,0.681,0.139,0.417,0.444,0.306,LARGE BLUE CIRCLE,Miscellaneous Symbols and Pictographs
😾,0x1f63e,0.915,0.583,0.167,0.25,-0.333,POUTING CAT FACE,Emoticons
🌕,0x1f315,0.642,0.111,0.222,0.667,0.556,FULL MOON SYMBOL,Miscellaneous Symbols and Pictographs
🐨,0x1f428,0.696,0.139,0.278,0.583,0.444,KOALA,Miscellaneous Symbols and Pictographs
🔐,0x1f510,0.845,0.194,0.278,0.528,0.333,CLOSED LOCK WITH KEY,Miscellaneous Symbols and Pictographs
💿,0x1f4bf,0.444,0.028,0.333,0.639,0.611,OPTICAL DISC,Miscellaneous Symbols and Pictographs
❁,0x2741,0.493,0.028,0.889,0.083,0.056,EIGHT PETALLED OUTLINED BLACK FLORETTE,Dingbats
🌳,0x1f333,0.536,0.086,0.343,0.571,0.486,DECIDUOUS TREE,Miscellaneous Symbols and Pictographs
👰,0x1f470,0.787,0.114,0.286,0.6,0.486,BRIDE WITH VEIL,Miscellaneous Symbols and Pictographs
❀,0x2740,0.444,0.029,0.543,0.429,0.4,WHITE FLORETTE,Dingbats
⚓,0x2693,0.593,0.086,0.257,0.657,0.571,ANCHOR,Miscellaneous Symbols
🚴,0x1f6b4,0.573,0.029,0.286,0.686,0.657,BICYCLIST,Transport and Map Symbols
▀,0x2580,0.25,0.314,0.514,0.171,-0.143,UPPER HALF BLOCK,Block Elements
👗,0x1f457,0.703,0.176,0.412,0.412,0.235,DRESS,Miscellaneous Symbols and Pictographs
➕,0x2795,0.034,0.147,0.176,0.676,0.529,HEAVY PLUS SIGN,Dingbats
💬,0x1f4ac,0.635,0.152,0.333,0.515,0.364,SPEECH BALLOON,Miscellaneous Symbols and Pictographs
▒,0x2592,0.501,0.091,0.848,0.061,-0.03,MEDIUM SHADE,Block Elements
🔜,0x1f51c,0.606,0.182,0.364,0.455,0.273,SOON WITH RIGHTWARDS ARROW ABOVE,Miscellaneous Symbols and Pictographs
🍨,0x1f368,0.657,0.273,0.242,0.485,0.212,ICE CREAM,Miscellaneous Symbols and Pictographs
💲,0x1f4b2,0.794,0.03,0.697,0.273,0.242,HEAVY DOLLAR SIGN,Miscellaneous Symbols and Pictographs
⛽,0x26fd,0.287,0.061,0.727,0.212,0.152,FUEL PUMP,Miscellaneous Symbols
🍙,0x1f359,0.566,0.188,0.344,0.469,0.281,RICE BALL,Miscellaneous Symbols and Pictographs
🍗,0x1f357,0.675,0.313,0.313,0.375,0.063,POULTRY LEG,Miscellaneous Symbols and Pictographs
🍲,0x1f372,0.673,0.25,0.375,0.375,0.125,POT OF FOOD,Miscellaneous Symbols and Pictographs
🍥,0x1f365,0.58,0.719,0.156,0.125,-0.594,FISH CAKE WITH SWIRL DESIGN,Miscellaneous Symbols and Pictographs
▸,0x25b8,0.517,0.031,0.719,0.25,0.219,BLACK RIGHT-POINTING SMALL TRIANGLE,Geometric Shapes
♛,0x265b,0.49,0.156,0.5,0.344,0.188,BLACK CHESS QUEEN,Miscellaneous Symbols
😼,0x1f63c,0.856,0.194,0.258,0.548,0.355,CAT FACE WITH WRY SMILE,Emoticons
🐙,0x1f419,0.678,0.097,0.419,0.484,0.387,OCTOPUS,Miscellaneous Symbols and Pictographs
👨,0x1f468,0.694,0.097,0.29,0.613,0.516,MAN,Miscellaneous Symbols and Pictographs
🍚,0x1f35a,0.637,0.226,0.097,0.677,0.452,COOKED RICE,Miscellaneous Symbols and Pictographs
🍖,0x1f356,0.679,0.258,0.355,0.387,0.129,MEAT ON BONE,Miscellaneous Symbols and Pictographs
♨,0x2668,0.665,0.032,0.065,0.903,0.871,HOT SPRINGS,Miscellaneous Symbols
🎹,0x1f3b9,0.466,0.032,0.581,0.387,0.355,MUSICAL KEYBOARD,Miscellaneous Symbols and Pictographs
♕,0x2655,0.621,0.032,0.548,0.419,0.387,WHITE CHESS QUEEN,Miscellaneous Symbols
▃,0x2583,0.373,0.032,0.032,0.935,0.903,LOWER THREE EIGHTHS BLOCK,Block Elements
🚘,0x1f698,0.65,0.3,0.333,0.367,0.067,ONCOMING AUTOMOBILE,Transport and Map Symbols
🍏,0x1f34f,0.852,0.267,0.4,0.333,0.067,GREEN APPLE,Miscellaneous Symbols and Pictographs
👩,0x1f469,0.732,0.333,0.267,0.4,0.067,WOMAN,Miscellaneous Symbols and Pictographs
👦,0x1f466,0.606,0.2,0.467,0.333,0.133,BOY,Miscellaneous Symbols and Pictographs
🇬,0x1f1ec,0.582,0.1,0.533,0.367,0.267,REGIONAL INDICATOR SYMBOL LETTER G,Enclosed Alphanumeric Supplement
🇧,0x1f1e7,0.595,0.1,0.533,0.367,0.267,REGIONAL INDICATOR SYMBOL LETTER B,Enclosed Alphanumeric Supplement
☠,0x2620,0.749,0.267,0.5,0.233,-0.033,SKULL AND CROSSBONES,Miscellaneous Symbols
🐠,0x1f420,0.768,0.172,0.241,0.586,0.414,TROPICAL FISH,Miscellaneous Symbols and Pictographs
🚹,0x1f6b9,0.812,0.069,0.172,0.759,0.69,MENS SYMBOL,Transport and Map Symbols
💵,0x1f4b5,0.807,0.138,0.345,0.517,0.379,BANKNOTE WITH DOLLAR SIGN,Miscellaneous Symbols and Pictographs
✰,0x2730,0.195,0.034,0.138,0.828,0.793,SHADOWED WHITE STAR,Dingbats
╠,0x2560,0.543,0.034,0.724,0.241,0.207,BOX DRAWINGS DOUBLE VERTICAL AND RIGHT,Box Drawing
👛,0x1f45b,0.696,0.179,0.286,0.536,0.357,PURSE,Miscellaneous Symbols and Pictographs
🚙,0x1f699,0.653,0.214,0.536,0.25,0.036,RECREATIONAL VEHICLE,Transport and Map Symbols
🌱,0x1f331,0.561,0.036,0.357,0.607,0.571,SEEDLING,Miscellaneous Symbols and Pictographs
💻,0x1f4bb,0.489,0.071,0.607,0.321,0.25,PERSONAL COMPUTER,Miscellaneous Symbols and Pictographs
🌏,0x1f30f,0.681,0.143,0.393,0.464,0.321,EARTH GLOBE ASIA-AUSTRALIA,Miscellaneous Symbols and Pictographs
▄,0x2584,0.464,0.321,0.429,0.25,-0.071,LOWER HALF BLOCK,Block Elements
👓,0x1f453,0.514,0.037,0.63,0.333,0.296,EYEGLASSES,Miscellaneous Symbols and Pictographs
◄,0x25c4,0.672,0.037,0.704,0.259,0.222,BLACK LEFT-POINTING POINTER,Geometric Shapes
⚾,0x26be,0.214,0.37,0.296,0.333,-0.037,BASEBALL,Miscellaneous Symbols
🌲,0x1f332,0.496,0.115,0.385,0.5,0.385,EVERGREEN TREE,Miscellaneous Symbols and Pictographs
👴,0x1f474,0.784,0.231,0.308,0.462,0.231,OLDER MAN,Miscellaneous Symbols and Pictographs
🏠,0x1f3e0,0.642,0.077,0.346,0.577,0.5,HOUSE BUILDING,Miscellaneous Symbols and Pictographs
🍇,0x1f347,0.584,0.231,0.269,0.5,0.269,GRAPES,Miscellaneous Symbols and Pictographs
🍘,0x1f358,0.621,0.231,0.154,0.615,0.385,RICE CRACKER,Miscellaneous Symbols and Pictographs
🍛,0x1f35b,0.585,0.346,0.269,0.385,0.038,CURRY AND RICE,Miscellaneous Symbols and Pictographs
🐇,0x1f407,0.967,0.192,0.385,0.423,0.231,RABBIT,Miscellaneous Symbols and Pictographs
🔞,0x1f51e,0.814,0.269,0.5,0.231,-0.038,NO ONE UNDER EIGHTEEN SYMBOL,Miscellaneous Symbols and Pictographs
👵,0x1f475,0.818,0.231,0.115,0.654,0.423,OLDER WOMAN,Miscellaneous Symbols and Pictographs
◀,0x25c0,0.221,0.038,0.654,0.308,0.269,BLACK LEFT-POINTING TRIANGLE,Geometric Shapes
🔙,0x1f519,0.144,0.115,0.577,0.308,0.192,BACK WITH LEFTWARDS ARROW ABOVE,Miscellaneous Symbols and Pictographs
🌵,0x1f335,0.67,0.269,0.269,0.462,0.192,CACTUS,Miscellaneous Symbols and Pictographs
🐽,0x1f43d,0.648,0.24,0.4,0.36,0.12,PIG NOSE,Miscellaneous Symbols and Pictographs
🍮,0x1f36e,0.701,0.44,0.24,0.32,-0.12,CUSTARD,Miscellaneous Symbols and Pictographs
🎇,0x1f387,0.821,0.08,0.16,0.76,0.68,FIREWORK SPARKLER,Miscellaneous Symbols and Pictographs
🐎,0x1f40e,0.698,0.12,0.36,0.52,0.4,HORSE,Miscellaneous Symbols and Pictographs
➔,0x2794,0.541,0.16,0.8,0.04,-0.12,HEAVY WIDE-HEADED RIGHTWARDS ARROW,Dingbats
💶,0x1f4b6,0.748,0.16,0.68,0.16,0,BANKNOTE WITH EURO SIGN,Miscellaneous Symbols and Pictographs
🐤,0x1f424,0.838,0.08,0.32,0.6,0.52,BABY CHICK,Miscellaneous Symbols and Pictographs
╩,0x2569,0.811,0.04,0.72,0.24,0.2,BOX DRAWINGS DOUBLE UP AND HORIZONTAL,Box Drawing
🛀,0x1f6c0,0.904,0.292,0.292,0.417,0.125,BATH,Transport and Map Symbols
🌑,0x1f311,0.604,0.125,0.292,0.583,0.458,NEW MOON SYMBOL,Miscellaneous Symbols and Pictographs
🚲,0x1f6b2,0.583,0.083,0.458,0.458,0.375,BICYCLE,Transport and Map Symbols
🐑,0x1f411,0.922,0.292,0.583,0.125,-0.167,SHEEP,Miscellaneous Symbols and Pictographs
🏁,0x1f3c1,0.618,0.042,0.417,0.542,0.5,CHEQUERED FLAG,Miscellaneous Symbols and Pictographs
🍞,0x1f35e,0.711,0.292,0.375,0.333,0.042,BREAD,Miscellaneous Symbols and Pictographs
🎾,0x1f3be,0.82,0.125,0.208,0.667,0.542,TENNIS RACQUET AND BALL,Miscellaneous Symbols and Pictographs
╚,0x255a,0.714,0.042,0.625,0.333,0.292,BOX DRAWINGS DOUBLE UP AND RIGHT,Box Drawing
🈹,0x1f239,0.35,0.083,0.542,0.375,0.292,SQUARED CJK UNIFIED IDEOGRAPH-5272,Enclosed Ideographic Supplement
🐳,0x1f433,0.656,0.217,0.435,0.348,0.13,SPOUTING WHALE,Miscellaneous Symbols and Pictographs
👮,0x1f46e,0.742,0.478,0.391,0.13,-0.348,POLICE OFFICER,Miscellaneous Symbols and Pictographs
☹,0x2639,0.777,0.652,0.217,0.13,-0.522,WHITE FROWNING FACE,Miscellaneous Symbols
🐵,0x1f435,0.631,0.087,0.348,0.565,0.478,MONKEY FACE,Miscellaneous Symbols and Pictographs
✪,0x272a,0.288,0.043,0.609,0.348,0.304,CIRCLED WHITE STAR,Dingbats
◕,0x25d5,0.594,0.043,0.478,0.478,0.435,CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK,Geometric Shapes
🗼,0x1f5fc,0.654,0.087,0.304,0.609,0.522,TOKYO TOWER,Miscellaneous Symbols and Pictographs
▐,0x2590,0.304,0.217,0.696,0.087,-0.13,RIGHT HALF BLOCK,Block Elements
♠,0x2660,0.533,0.043,0.609,0.348,0.304,BLACK SPADE SUIT,Miscellaneous Symbols
┳,0x2533,0.399,0.478,0.391,0.13,-0.348,BOX DRAWINGS HEAVY DOWN AND HORIZONTAL,Box Drawing
👺,0x1f47a,0.825,0.409,0.364,0.227,-0.182,JAPANESE GOBLIN,Miscellaneous Symbols and Pictographs
🐚,0x1f41a,0.526,0.091,0.591,0.318,0.227,SPIRAL SHELL,Miscellaneous Symbols and Pictographs
👂,0x1f442,0.682,0.364,0.409,0.227,-0.136,EAR,Miscellaneous Symbols and Pictographs
🗽,0x1f5fd,0.651,0.091,0.5,0.409,0.318,STATUE OF LIBERTY,Miscellaneous Symbols and Pictographs
🍵,0x1f375,0.65,0.182,0.273,0.545,0.364,TEACUP WITHOUT HANDLE,Miscellaneous Symbols and Pictographs
🆒,0x1f192,0.628,0.045,0.545,0.409,0.364,SQUARED COOL,Enclosed Alphanumeric Supplement
🍯,0x1f36f,0.78,0.364,0.227,0.409,0.045,HONEY POT,Miscellaneous Symbols and Pictographs
🐺,0x1f43a,0.735,0.136,0.5,0.364,0.227,WOLF FACE,Miscellaneous Symbols and Pictographs
⇨,0x21e8,0.541,0.045,0.455,0.5,0.455,RIGHTWARDS WHITE ARROW,Arrows
➨,0x27a8,0.558,0.136,0.591,0.273,0.136,HEAVY CONCAVE-POINTED BLACK RIGHTWARDS ARROW,Dingbats
🌓,0x1f313,0.458,0.045,0.318,0.636,0.591,FIRST QUARTER MOON SYMBOL,Miscellaneous Symbols and Pictographs
🔒,0x1f512,0.939,0.273,0.273,0.455,0.182,LOCK,Miscellaneous Symbols and Pictographs
╬,0x256c,0.322,0.318,0.5,0.182,-0.136,BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL,Box Drawing
👳,0x1f473,0.816,0.143,0.095,0.762,0.619,MAN WITH TURBAN,Miscellaneous Symbols and Pictographs
🌂,0x1f302,0.785,0.143,0.476,0.381,0.238,CLOSED UMBRELLA,Miscellaneous Symbols and Pictographs
🚌,0x1f68c,0.636,0.143,0.524,0.333,0.19,BUS,Transport and Map Symbols
♩,0x2669,0.792,0.048,0.381,0.571,0.524,QUARTER NOTE,Miscellaneous Symbols
🍡,0x1f361,0.7,0.286,0.476,0.238,-0.048,DANGO,Miscellaneous Symbols and Pictographs
❥,0x2765,0.44,0.048,0.667,0.286,0.238,ROTATED HEAVY BLACK HEART BULLET,Dingbats
🎡,0x1f3a1,0.506,0.095,0.524,0.381,0.286,FERRIS WHEEL,Miscellaneous Symbols and Pictographs
💌,0x1f48c,0.805,0.15,0.2,0.65,0.5,LOVE LETTER,Miscellaneous Symbols and Pictographs
🐩,0x1f429,0.87,0.05,0.55,0.4,0.35,POODLE,Miscellaneous Symbols and Pictographs
🌜,0x1f31c,0.604,0.05,0.4,0.55,0.5,LAST QUARTER MOON WITH FACE,Miscellaneous Symbols and Pictographs
⌚,0x231a,0.649,0.15,0.5,0.35,0.2,WATCH,Miscellaneous Technical
🚿,0x1f6bf,0.669,0.1,0.2,0.7,0.6,SHOWER,Transport and Map Symbols
🐖,0x1f416,0.814,0.05,0.75,0.2,0.15,PIG,Miscellaneous Symbols and Pictographs
🔆,0x1f506,0.605,0.05,0.35,0.6,0.55,HIGH BRIGHTNESS SYMBOL,Miscellaneous Symbols and Pictographs
🌛,0x1f31b,0.68,0.05,0.35,0.6,0.55,FIRST QUARTER MOON WITH FACE,Miscellaneous Symbols and Pictographs
💂,0x1f482,0.691,0.45,0.25,0.3,-0.15,GUARDSMAN,Miscellaneous Symbols and Pictographs
